num_repeats	tag	closest_gene
11	quad	TCAC1
12	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
15	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
16	quad	RP2
15	quad	RP2
15	quad	RP2
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
15	quad	RP2
15	quad	RP2
15	quad	RP2
15	quad	RP2
16	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
11	quad	ZIC3
13	quad	RP2
14	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	RP2
13	quad	RP2
11	quad	RP2
11	quad	TCAC1
7	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
11	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
15	quad	RP2
11	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
7	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	RP2
11	quad	RP2
11	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	RP2
13	quad	RP2
12	quad	RP2
12	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	RP2
11	quad	RP2
11	quad	RP2
8	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
12	quad	ZIC3
8	quad	ZIC3
14	quad	RP2
14	quad	RP2
14	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
7	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
12	quad	ZIC3
10	quad	ZIC3
16	quad	RP2
16	quad	RP2
16	quad	RP2
13	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
13	quad	RP2
13	quad	RP2
13	quad	RP2
13	quad	RP2
13	quad	RP2
16	quad	RP2
16	quad	RP2
13	quad	RP2
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
13	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
15	quad	RP2
15	quad	RP2
15	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
7	quad	TCAC1
7	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
10	quad	TCAC1
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
12	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	RP2
12	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
16	quad	RP2
16	quad	RP2
12	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
12	quad	RP2
16	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	RP2
12	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
12	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
9	quad	ZIC3
9	quad	ZIC3
9	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
12	quad	RP2
13	quad	RP2
12	quad	RP2
12	quad	RP2
8	quad	RP2
13	quad	RP2
12	quad	TCAC1
10	quad	TCAC1
12	quad	TCAC1
10	quad	TCAC1
9	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
9	quad	ZIC3
13	quad	RP2
12	quad	RP2
12	quad	RP2
12	quad	RP2
12	quad	RP2
13	quad	RP2
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
12	quad	RP2
12	quad	RP2
13	quad	RP2
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
7	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
15	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
15	quad	RP2
15	quad	RP2
15	quad	RP2
15	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	RP2
12	quad	RP2
12	quad	RP2
9	quad	RP2
12	quad	RP2
12	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
12	quad	RP2
14	quad	RP2
14	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
15	quad	RP2
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	RP2
13	quad	RP2
13	quad	RP2
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
15	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
14	quad	RP2
13	quad	RP2
15	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
7	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
14	quad	RP2
11	quad	RP2
14	quad	RP2
14	quad	RP2
15	quad	RP2
15	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
13	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
11	quad	TCAC1
10	quad	TCAC1
12	quad	RP2
12	quad	RP2
12	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
12	quad	RP2
12	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
12	quad	RP2
15	quad	RP2
15	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
11	quad	ZIC3
8	quad	ZIC3
12	quad	ZIC3
18	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
9	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
13	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
14	quad	RP2
14	quad	RP2
10	quad	TCAC1
11	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
13	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
12	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
13	quad	RP2
14	quad	RP2
14	quad	RP2
11	quad	ZIC3
12	quad	ZIC3
15	quad	RP2
15	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
13	quad	ZIC3
13	quad	RP2
15	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
13	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	TCAC1
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
11	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
12	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
16	quad	RP2
14	quad	RP2
12	quad	TCAC1
12	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
13	quad	RP2
11	quad	TCAC1
9	quad	TCAC1
9	quad	TCAC1
11	quad	TCAC1
9	quad	TCAC1
10	quad	ZIC3
12	quad	ZIC3
13	quad	RP2
13	quad	RP2
14	quad	RP2
15	quad	RP2
11	quad	TCAC1
7	quad	TCAC1
9	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
10	quad	ZIC3
12	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
9	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
11	quad	ZIC3
7	quad	ZIC3
12	quad	RP2
15	quad	RP2
7	quad	RP2
12	quad	RP2
12	quad	RP2
15	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
13	quad	ZIC3
10	quad	ZIC3
12	quad	RP2
12	quad	RP2
15	quad	RP2
15	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
13	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
13	quad	ZIC3
14	quad	RP2
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
9	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
17	quad	RP2
7	quad	RP2
15	quad	RP2
17	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
10	quad	ZIC3
16	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
15	quad	RP2
15	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
15	quad	RP2
15	quad	RP2
10	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
14	quad	RP2
11	quad	TCAC1
10	quad	TCAC1
10	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
12	quad	RP2
10	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
12	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
12	quad	RP2
12	quad	RP2
14	quad	RP2
14	quad	RP2
12	quad	RP2
10	quad	TCAC1
12	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
14	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
13	quad	ZIC3
14	quad	RP2
16	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
10	quad	TCAC1
13	quad	ZIC3
13	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	RP2
16	quad	RP2
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
10	quad	TCAC1
11	quad	ZIC3
10	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
11	quad	ZIC3
13	quad	RP2
13	quad	RP2
10	quad	TCAC1
11	quad	ZIC3
10	quad	ZIC3
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
12	quad	ZIC3
12	quad	ZIC3
16	quad	RP2
16	quad	RP2
16	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
12	quad	ZIC3
13	quad	RP2
13	quad	RP2
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	TCAC1
11	quad	ZIC3
11	quad	ZIC3
11	quad	TCAC1
9	quad	ZIC3
9	quad	ZIC3
11	quad	ZIC3
9	quad	ZIC3
12	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
12	auto	RPL14
12	auto	RPL14
12	auto	RPL14
13	auto	RPL14
12	auto	RPL14
12	auto	RPL14
12	auto	RPL14
13	auto	RPL14
12	auto	RPL14
13	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
17	auto	HTT
8	auto	RPL14
10	auto	RPL14
8	auto	RPL14
10	auto	RPL14
8	auto	RPL14
8	auto	RPL14
10	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
8	auto	RPL14
8	auto	RPL14
10	auto	RPL14
8	auto	RPL14
8	auto	RPL14
10	auto	RPL14
8	auto	RPL14
8	auto	RPL14
10	auto	RPL14
10	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
17	auto	HTT
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
15	auto	RPL14
15	auto	RPL14
12	auto	RPL14
15	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
15	auto	HTT
15	auto	HTT
15	auto	HTT
15	auto	HTT
17	auto	HTT
17	auto	HTT
15	auto	HTT
15	auto	HTT
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
8	auto	RPL14
7	auto	RPL14
7	auto	RPL14
7	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
15	auto	HTT
15	auto	HTT
15	auto	HTT
15	auto	HTT
15	auto	HTT
10	auto	ATXN7
12	auto	RPL14
9	auto	RPL14
12	auto	RPL14
13	auto	RPL14
12	auto	RPL14
13	auto	RPL14
13	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
16	auto	HTT
18	auto	HTT
18	auto	HTT
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
12	auto	RPL14
13	auto	RPL14
13	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
18	auto	HTT
18	auto	HTT
18	auto	HTT
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
11	auto	RPL14
11	auto	RPL14
15	auto	RPL14
15	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
25	auto	HTT
25	auto	HTT
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
10	auto	ATXN7
11	auto	RPL14
11	auto	RPL14
15	auto	RPL14
11	auto	RPL14
15	auto	RPL14
11	auto	RPL14
11	auto	RPL14
11	auto	RPL14
11	auto	RPL14
11	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
18	auto	HTT
18	auto	HTT
18	auto	HTT
18	auto	HTT
18	auto	HTT
25	auto	HTT
10	auto	ATXN7
15	auto	RPL14
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
15	auto	RPL14
15	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
20	auto	HTT
20	auto	HTT
16	auto	RPL14
16	auto	RPL14
16	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
16	auto	RPL14
16	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
8	auto	RPL14
7	auto	RPL14
7	auto	RPL14
8	auto	RPL14
8	auto	RPL14
15	auto	HTT
15	auto	HTT
15	auto	HTT
9	auto	ATXN7
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
10	auto	RPL14
15	auto	RPL14
10	auto	RPL14
15	auto	RPL14
15	auto	RPL14
15	auto	RPL14
10	auto	RPL14
