method	repeat_name	value	XCI pattern
mini	RP2	14	mosaic
mini	RP2	NA	mosaic
full	ARHGAP6	18	mosaic
full	ARHGAP6	16	mosaic
full	RP2	15	mosaic
full	RP2	14	mosaic
full	CNKSR2	12	mosaic
full	CNKSR2	11	mosaic
full	TCAC1	11	mosaic
full	TCAC1	10	mosaic
full	ZIC3	11	mosaic
full	ZIC3	10	mosaic
full	ARHGAP6	16	extremely skewed
full	ARHGAP6	14	extremely skewed
full	RP2	NA	extremely skewed
full	RP2	NA	extremely skewed
full	CNKSR2	13	extremely skewed
full	CNKSR2	12	extremely skewed
full	TCAC1	11	extremely skewed
full	TCAC1	NA	extremely skewed
full	ZIC3	12	extremely skewed
full	ZIC3	10	extremely skewed
full	ARHGAP6	16	mosaic
full	ARHGAP6	15	mosaic
full	RP2	13	mosaic
full	RP2	12	mosaic
full	CNKSR2	14	mosaic
full	CNKSR2	11	mosaic
full	TCAC1	11	mosaic
full	TCAC1	NA	mosaic
full	ZIC3	12	mosaic
full	ZIC3	11	mosaic
full	ARHGAP6	20	mosaic
full	ARHGAP6	16	mosaic
full	RP2	13	mosaic
full	RP2	NA	mosaic
full	CNKSR2	11	mosaic
full	CNKSR2	NA	mosaic
full	TCAC1	11	mosaic
full	TCAC1	NA	mosaic
full	ZIC3	12	mosaic
full	ZIC3	11	mosaic
full	ARHGAP6	15	mosaic
full	ARHGAP6	14	mosaic
full	RP2	NA	mosaic
full	RP2	NA	mosaic
full	CNKSR2	11	mosaic
full	CNKSR2	10	mosaic
full	TCAC1	11	mosaic
full	TCAC1	NA	mosaic
full	ZIC3	11	mosaic
full	ZIC3	10	mosaic
full	ARHGAP6	19	extremely skewed
full	ARHGAP6	17	extremely skewed
full	RP2	15	extremely skewed
full	RP2	12	extremely skewed
full	CNKSR2	12	extremely skewed
full	CNKSR2	10	extremely skewed
full	TCAC1	11	extremely skewed
full	TCAC1	NA	extremely skewed
full	ZIC3	10	extremely skewed
full	ZIC3	NA	extremely skewed
